,chrom_x,start_x,loc,merge_id,chrom_y,start_y,stop,mean_disruption,spearman,pearson,name,class,family,del_size,id,i,mse,hamming,end,start,chrom,ctcf_count
1407,chr10,120465613,chr10_120465613_MADE2.npy,chr10120465613,chr10,120465613,120465692,0.0078215715328385,,,MADE2,DNA,TcMar-Mariner,79.0,chr10_120465613_MADE2,468669,-4.629147722665099,5,120465692,120465613,chr10,2
3675,chr10,12231286,chr10_12231286_Looper.npy,chr1012231286,chr10,12231286,12231340,0.0115935396818337,0.9825264291818664,0.9842775754762394,Looper,DNA,PiggyBac,54.0,chr10_12231286_Looper,126434,-5.200784082999664,5,12231340,12231286,chr10,0
4709,chr10,12231647,chr10_12231647_Looper.npy,chr1012231647,chr10,12231647,12231840,0.0095368541753149,0.9830175956982288,0.9853711238578822,Looper,DNA,PiggyBac,193.0,chr10_12231647_Looper,86957,-2.046203951692122,6,12231840,12231647,chr10,0
482,chr10,122564571,chr10_122564571_Looper.npy,chr10122564571,chr10,122564571,122565457,0.0079778652959495,,,Looper,DNA,PiggyBac,886.0,chr10_122564571_Looper,458035,-2.612375555362184,7,122565457,122564571,chr10,1
6108,chr10,12392838,chr10_12392838_Looper.npy,chr1012392838,chr10,12392838,12393025,0.0101513545474567,0.9838697748206024,0.9877964025923636,Looper,DNA,PiggyBac,187.0,chr10_12392838_Looper,65270,-2.524522989777885,6,12393025,12392838,chr10,0
2673,chr10,124179587,chr10_124179587_FordPrefect_a.npy,chr10124179587,chr10,124179587,124180038,0.019628007018396,0.9807771043403232,0.9803860789642692,FordPrefect_a,DNA,hAT-Tip100,451.0,chr10_124179587_FordPrefect_a,23459,-4.5225737229562055,8,124180038,124179587,chr10,0
5572,chr10,124186024,chr10_124186024_MER63D.npy,chr10124186024,chr10,124186024,124186371,0.008621202718972,0.983912595160206,0.98459731426896,MER63D,DNA,hAT-Blackjack,347.0,chr10_124186024_MER63D,256028,-2.472615080309289,7,124186371,124186024,chr10,0
5588,chr10,12522196,chr10_12522196_SVA_D.npy,chr1012522196,chr10,12522196,12523790,0.0096121835112451,0.9755108442237402,0.9812493806836587,SVA_D,Retroposon,SVA,1594.0,chr10_12522196_SVA_D,143923,-2.8783505864166563,9,12523790,12522196,chr10,1
3210,chr10,125446373,chr10_125446373_Mam_R4.npy,chr10125446373,chr10,125446373,125446848,0.0122948121460805,,,Mam_R4,LINE,Dong-R4,475.0,chr10_125446373_Mam_R4,477388,-4.891568723637172,8,125446848,125446373,chr10,0
1193,chr10,125454894,chr10_125454894_MER91C.npy,chr10125454894,chr10,125454894,125454960,0.015050434661786,0.991559477348956,0.9957564067318752,MER91C,DNA,hAT-Tip100,66.0,chr10_125454894_MER91C,101966,-4.687870237504816,9,125454960,125454894,chr10,0
2714,chr10,125863450,chr10_125863450_AluYj4.npy,chr10125863450,chr10,125863450,125863748,0.0274468963892473,0.9558945366517136,0.9471522744088168,AluYj4,SINE,Alu,298.0,chr10_125863450_AluYj4,45266,-4.558910045083419,8,125863748,125863450,chr10,0
130,chr10,12681662,chr10_12681662_BLACKJACK.npy,chr1012681662,chr10,12681662,12681937,0.0302752074890275,0.902247232667614,0.914234927731954,BLACKJACK,DNA,hAT-Blackjack,275.0,chr10_12681662_BLACKJACK,199673,-1.761598309109556,7,12681937,12681662,chr10,0
5630,chr10,12696759,chr10_12696759_Eulor1.npy,chr1012696759,chr10,12696759,12696862,0.0266960683879244,0.907623714573184,0.9144896224531904,Eulor1,DNA,DNA,103.0,chr10_12696759_Eulor1,145787,-3.645269503383944,6,12696862,12696759,chr10,0
4221,chr10,12698450,chr10_12698450_HSMAR2.npy,chr1012698450,chr10,12698450,12698673,0.0150605906174849,0.9626830497498038,0.962622070998414,HSMAR2,DNA,TcMar-Mariner,223.0,chr10_12698450_HSMAR2,128301,-4.7303000796216885,7,12698673,12698450,chr10,0
5492,chr10,12698970,chr10_12698970_HSMAR2.npy,chr1012698970,chr10,12698970,12700069,0.0151961675401414,0.9580368800946824,0.9565909576411378,HSMAR2,DNA,TcMar-Mariner,1099.0,chr10_12698970_HSMAR2,49339,-3.7455138474032927,8,12700069,12698970,chr10,0
5732,chr10,129697864,chr10_129697864_UCON8.npy,chr10129697864,chr10,129697864,129698158,0.009670038906904,0.9569765794122528,0.9418453563186296,UCON8,DNA,DNA,294.0,chr10_129697864_UCON8,184681,-4.103768625474292,8,129698158,129697864,chr10,0
2690,chr10,132012096,chr10_132012096_MER61-int.npy,chr10132012096,chr10,132012096,132012507,0.0189608218977971,0.9340625621154012,0.949768171062388,MER61-int,LTR,ERV1,411.0,chr10_132012096_MER61-int,37366,-2.350325775173153,7,132012507,132012096,chr10,1
1675,chr10,13282724,chr10_13282724_MER96B.npy,chr1013282724,chr10,13282724,13282911,0.0228874006819474,0.9562070868316926,0.9644380374775972,MER96B,DNA,hAT-Tip100,187.0,chr10_13282724_MER96B,1042,-3.364847331325524,8,13282911,13282724,chr10,0
5448,chr10,133143748,chr10_133143748_LTR13.npy,chr10133143748,chr10,133143748,133144142,0.0152743076802028,,,LTR13,LTR,ERVK,394.0,chr10_133143748_LTR13,459359,-0.6260516581074936,11,133144142,133143748,chr10,0
3419,chr10,13514691,chr10_13514691_Eulor9A.npy,chr1013514691,chr10,13514691,13514858,0.0139069388389358,0.9638347953009307,0.9647263581926752,Eulor9A,DNA,DNA,167.0,chr10_13514691_Eulor9A,57676,-5.076485922257832,7,13514858,13514691,chr10,0
5205,chr10,13581178,chr10_13581178_MER63C.npy,chr1013581178,chr10,13581178,13581648,0.0068447307713887,,,MER63C,DNA,hAT-Blackjack,470.0,chr10_13581178_MER63C,478723,-5.119671795616849,9,13581648,13581178,chr10,0
240,chr10,14388912,chr10_14388912_HSMAR1.npy,chr1014388912,chr10,14388912,14390191,0.0147604833764703,0.8861305442474171,0.8845845339200195,HSMAR1,DNA,TcMar-Mariner,1279.0,chr10_14388912_HSMAR1,32879,-4.211284789734102,9,14390191,14388912,chr10,0
2883,chr10,16676551,chr10_16676551_Tigger4a.npy,chr1016676551,chr10,16676551,16676766,0.0137724366334354,0.9750994893000968,0.9819312368567432,Tigger4a,DNA,TcMar-Tigger,215.0,chr10_16676551_Tigger4a,154419,-1.9787436707325363,6,16676766,16676551,chr10,0
3391,chr10,17263288,chr10_17263288_MER11A.npy,chr1017263288,chr10,17263288,17264303,0.0262005599704196,0.9254940750850852,0.9402614476990584,MER11A,LTR,ERVK,1015.0,chr10_17263288_MER11A,216782,-2.5218598184800323,8,17264303,17263288,chr10,0
2702,chr10,17528488,chr10_17528488_Tigger9b.npy,chr1017528488,chr10,17528488,17528759,0.0198158136565848,0.802232952989495,0.8448439103530256,Tigger9b,DNA,TcMar-Tigger,271.0,chr10_17528488_Tigger9b,33666,-4.650563803910651,7,17528759,17528488,chr10,0
594,chr10,18152447,chr10_18152447_Tigger20a.npy,chr1018152447,chr10,18152447,18152900,0.0134802670084377,0.937890122166317,0.9424430390211576,Tigger20a,DNA,TcMar-Tigger,453.0,chr10_18152447_Tigger20a,104052,-4.581430114408798,8,18152900,18152447,chr10,0
1401,chr10,18580803,chr10_18580803_MER50.npy,chr1018580803,chr10,18580803,18581162,0.0310066163612936,0.9353954737466575,0.9183277128285696,MER50,LTR,ERV1,359.0,chr10_18580803_MER50,179213,-5.165339588744355,10,18581162,18580803,chr10,0
3599,chr10,19526830,chr10_19526830_MER119.npy,chr1019526830,chr10,19526830,19527137,0.018000167659389,0.9472897116136264,0.9326436544078314,MER119,DNA,hAT-Charlie,307.0,chr10_19526830_MER119,142339,-1.6108215522677976,8,19527137,19526830,chr10,0
5852,chr10,19773225,chr10_19773225_ORSL-2a.npy,chr1019773225,chr10,19773225,19773510,0.0139786972395565,0.970562172360792,0.9572430378009796,ORSL-2a,DNA,hAT-Tip100,285.0,chr10_19773225_ORSL-2a,25264,-4.536466763078859,7,19773510,19773225,chr10,0
3020,chr10,19775857,chr10_19775857_AluSp.npy,chr1019775857,chr10,19775857,19776166,0.0310719052803657,0.9486485918335504,0.9314753897252378,AluSp,SINE,Alu,309.0,chr10_19775857_AluSp,210840,-4.691559980478147,8,19776166,19775857,chr10,0
553,chr10,20511752,chr10_20511752_Tigger3.npy,chr1020511752,chr10,20511752,20512439,0.0227783899379986,0.852457176228557,0.9608104492539004,Tigger3,DNA,TcMar-Tigger,687.0,chr10_20511752_Tigger3,225723,-1.778422162698409,7,20512439,20511752,chr10,0
5521,chr10,20517392,chr10_20517392_Charlie22a.npy,chr1020517392,chr10,20517392,20517813,0.0429413399687459,0.7065748251187454,0.9035519179928696,Charlie22a,DNA,hAT-Charlie,421.0,chr10_20517392_Charlie22a,154954,-3.6858865000582623,8,20517813,20517392,chr10,0
6192,chr10,20737047,chr10_20737047_Tigger3a.npy,chr1020737047,chr10,20737047,20737380,0.0182094947526511,0.9430459710958342,0.9257406402678112,Tigger3a,DNA,TcMar-Tigger,333.0,chr10_20737047_Tigger3a,231906,-4.1266497988476205,8,20737380,20737047,chr10,0
3546,chr10,22286898,chr10_22286898_HUERS-P3-int.npy,chr1022286898,chr10,22286898,22287275,0.0249083292989615,0.9339931653588892,0.9386017660142308,HUERS-P3-int,LTR,ERV1,377.0,chr10_22286898_HUERS-P3-int,241009,-4.994312577867194,8,22287275,22286898,chr10,1
3860,chr10,23276046,chr10_23276046_MER81.npy,chr1023276046,chr10,23276046,23276150,0.0087237714075918,0.9821927192297688,0.9842458655059372,MER81,DNA,hAT-Blackjack,104.0,chr10_23276046_MER81,84975,-4.603158802075799,7,23276150,23276046,chr10,0
619,chr10,24828133,chr10_24828133_Charlie7.npy,chr1024828133,chr10,24828133,24828392,0.0212157722990066,0.9673812042177926,0.9738079117205434,Charlie7,DNA,hAT-Charlie,259.0,chr10_24828133_Charlie7,20067,-3.065098921309652,8,24828392,24828133,chr10,0
43,chr10,25034012,chr10_25034012_MER63D.npy,chr1025034012,chr10,25034012,25034252,0.007899119673178,,,MER63D,DNA,hAT-Blackjack,240.0,chr10_25034012_MER63D,475867,-1.6181923708843866,7,25034252,25034012,chr10,0
810,chr10,26423110,chr10_26423110_Tigger8.npy,chr1026423110,chr10,26423110,26423185,0.0167982576257191,0.9536445997648716,0.9549378312778092,Tigger8,DNA,TcMar-Tigger,75.0,chr10_26423110_Tigger8,257690,-4.6003288578551365,6,26423185,26423110,chr10,1
4727,chr10,26470558,chr10_26470558_MER47A.npy,chr1026470558,chr10,26470558,26470742,0.015455466838005,0.9467200563147222,0.9415636610677832,MER47A,DNA,TcMar-Tigger,184.0,chr10_26470558_MER47A,119232,-2.580443880068149,7,26470742,26470558,chr10,0
5591,chr10,26840967,chr10_26840967_MER58A.npy,chr1026840967,chr10,26840967,26841184,0.0233617081268638,0.8841091580275394,0.8943578337572515,MER58A,DNA,hAT-Charlie,217.0,chr10_26840967_MER58A,8132,-5.2375604652126935,7,26841184,26840967,chr10,0
2269,chr10,27295557,chr10_27295557_SVA_F.npy,chr1027295557,chr10,27295557,27296540,0.0086593451760545,0.9713650418255813,0.9746201051858642,SVA_F,Retroposon,SVA,983.0,chr10_27295557_SVA_F,92335,-2.871197914845936,9,27296540,27295557,chr10,0
2993,chr10,27430375,chr10_27430375_MER30B.npy,chr1027430375,chr10,27430375,27430562,0.0219235519078711,0.8807837664814305,0.8884608018836022,MER30B,DNA,hAT-Charlie,187.0,chr10_27430375_MER30B,11739,-4.888410062922694,7,27430562,27430375,chr10,0
2425,chr10,2777412,chr10_2777412_MER75.npy,chr102777412,chr10,2777412,2777923,0.0135532659255759,0.9445941034155442,0.9854746490092092,MER75,DNA,PiggyBac,511.0,chr10_2777412_MER75,46327,-4.53355765646361,10,2777923,2777412,chr10,0
3030,chr10,27802376,chr10_27802376_Plat_L3.npy,chr1027802376,chr10,27802376,27802969,0.008863516799087,0.9157303453259488,0.9501656683248964,Plat_L3,LINE,CR1,593.0,chr10_27802376_Plat_L3,221519,-4.506750623026038,8,27802969,27802376,chr10,0
3466,chr10,28929290,chr10_28929290_HSMAR2.npy,chr1028929290,chr10,28929290,28930633,0.0145008134239755,0.9655510952738602,0.974826131151821,HSMAR2,DNA,TcMar-Mariner,1343.0,chr10_28929290_HSMAR2,162292,-2.8997958105726496,9,28930633,28929290,chr10,0
4067,chr10,29130398,chr10_29130398_MER135.npy,chr1029130398,chr10,29130398,29130461,0.007512968450908,0.9805488717143466,0.9831130663486166,MER135,DNA,DNA,63.0,chr10_29130398_MER135,80759,-2.2782175514663168,10,29130461,29130398,chr10,0
2521,chr10,30474737,chr10_30474737_MER97a.npy,chr1030474737,chr10,30474737,30475200,0.0160086534309266,0.9836442208664022,0.9840182001877258,MER97a,DNA,hAT-Tip100,463.0,chr10_30474737_MER97a,27122,-2.99547369821945,7,30475200,30474737,chr10,0
5680,chr10,30555585,chr10_30555585_7SLRNA.npy,chr1030555585,chr10,30555585,30555899,0.0086979726136245,,,7SLRNA,srpRNA,srpRNA,314.0,chr10_30555585_7SLRNA,265157,-5.0388097558483125,8,30555899,30555585,chr10,2
1128,chr10,31060276,chr10_31060276_MER102c.npy,chr1031060276,chr10,31060276,31060467,0.0269176802352673,0.8083349586714027,0.856549826948907,MER102c,DNA,hAT-Charlie,191.0,chr10_31060276_MER102c,132181,-3.644677216092362,7,31060467,31060276,chr10,0
4344,chr10,31060468,chr10_31060468_Tigger2a.npy,chr1031060468,chr10,31060468,31060641,0.0216074834757126,0.8812719733446562,0.8905311362324845,Tigger2a,DNA,TcMar-Tigger,173.0,chr10_31060468_Tigger2a,251233,-4.783598650177274,8,31060641,31060468,chr10,1
2446,chr10,31084637,chr10_31084637_L3.npy,chr1031084637,chr10,31084637,31084980,0.0090722153252379,,,L3,LINE,CR1,343.0,chr10_31084637_L3,456700,-4.824953311231441,7,31084980,31084637,chr10,1
5593,chr10,31686214,chr10_31686214_MARNA.npy,chr1031686214,chr10,31686214,31686431,0.0234653027737628,,,MARNA,DNA,TcMar-Mariner,217.0,chr10_31686214_MARNA,460233,-3.63584548400668,7,31686431,31686214,chr10,0
2363,chr10,31841362,chr10_31841362_MER47B.npy,chr1031841362,chr10,31841362,31841787,0.0145081955590418,0.955047206151639,0.9644456164637968,MER47B,DNA,TcMar-Tigger,425.0,chr10_31841362_MER47B,40104,-4.824979036563988,8,31841787,31841362,chr10,0
4364,chr10,31992072,chr10_31992072_7SLRNA.npy,chr1031992072,chr10,31992072,31992381,0.007294401317593,,,7SLRNA,srpRNA,srpRNA,309.0,chr10_31992072_7SLRNA,265164,-5.182253288102031,10,31992381,31992072,chr10,0
4269,chr10,34451876,chr10_34451876_X7C_LINE.npy,chr1034451876,chr10,34451876,34452085,0.0105289817668144,0.97962819020111,0.9853243570698162,X7C_LINE,LINE,CR1,209.0,chr10_34451876_X7C_LINE,143086,-2.512036174270966,6,34452085,34451876,chr10,0
6198,chr10,35075701,chr10_35075701_ORSL-2b.npy,chr1035075701,chr10,35075701,35075858,0.014723522538266,0.9809516048175344,0.9795373193657056,ORSL-2b,DNA,hAT-Tip100,157.0,chr10_35075701_ORSL-2b,21763,-2.985037242741327,6,35075858,35075701,chr10,0
3253,chr10,38615465,chr10_38615465_TAR1.npy,chr1038615465,chr10,38615465,38615829,0.019254787526745,,,TAR1,Satellite,telo,364.0,chr10_38615465_TAR1,475521,-5.205903713906802,8,38615829,38615465,chr10,0
4437,chr10,3908080,chr10_3908080_Looper.npy,chr103908080,chr10,3908080,3908707,0.0076206974364019,0.8394275359225811,0.8746154165503345,Looper,DNA,PiggyBac,627.0,chr10_3908080_Looper,106030,-2.740825337917166,7,3908707,3908080,chr10,0
3421,chr10,39083076,chr10_39083076_LTR14A.npy,chr1039083076,chr10,39083076,39083420,0.0111911513772792,0.8990054409860685,0.9500764443038012,LTR14A,LTR,ERVK,344.0,chr10_39083076_LTR14A,65880,-5.274381389351635,9,39083420,39083076,chr10,0
5195,chr10,42506071,chr10_42506071_MER9a2.npy,chr1042506071,chr10,42506071,42506586,0.0168541434352293,0.9630180194664196,0.961353848414354,MER9a2,LTR,ERVK,515.0,chr10_42506071_MER9a2,164799,-4.3622983814320815,8,42506586,42506071,chr10,0
6255,chr10,42509662,chr10_42509662_HERVK9-int.npy,chr1042509662,chr10,42509662,42510225,0.0107658451270136,,,HERVK9-int,LTR,ERVK,563.0,chr10_42509662_HERVK9-int,462327,-4.624690381727275,8,42510225,42509662,chr10,0
4609,chr10,42510225,chr10_42510225_MER9a2.npy,chr1042510225,chr10,42510225,42510738,0.0120019535269458,0.9764541883983556,0.9777047902350052,MER9a2,LTR,ERVK,513.0,chr10_42510225_MER9a2,161380,-4.710297244498397,8,42510738,42510225,chr10,0
650,chr10,43242495,chr10_43242495_SVA_A.npy,chr1043242495,chr10,43242495,43244402,0.006984911090268,0.9786424838118812,0.9809294784594244,SVA_A,Retroposon,SVA,1907.0,chr10_43242495_SVA_A,109288,-2.296882551676629,9,43244402,43242495,chr10,2
3548,chr10,43328803,chr10_43328803_SVA_A.npy,chr1043328803,chr10,43328803,43330634,0.0133688167473127,,,SVA_A,Retroposon,SVA,1831.0,chr10_43328803_SVA_A,481844,-2.1712390406427886,9,43330634,43328803,chr10,0
6226,chr10,43464373,chr10_43464373_SVA_D.npy,chr1043464373,chr10,43464373,43466208,0.0074823857136474,0.978325132126022,0.9804607300620308,SVA_D,Retroposon,SVA,1835.0,chr10_43464373_SVA_D,62333,-2.2360294477526583,8,43466208,43464373,chr10,0
4366,chr10,45185062,chr10_45185062_Zaphod2.npy,chr1045185062,chr10,45185062,45185517,0.0169168631248359,0.9437479778240064,0.9475553798674704,Zaphod2,DNA,hAT-Tip100,455.0,chr10_45185062_Zaphod2,49402,-2.216372388728995,8,45185517,45185062,chr10,0
2972,chr10,45259324,chr10_45259324_SVA_C.npy,chr1045259324,chr10,45259324,45260991,0.0140162365200013,0.9485397601697266,0.9633172255080376,SVA_C,Retroposon,SVA,1667.0,chr10_45259324_SVA_C,187369,-2.207739697538911,9,45260991,45259324,chr10,0
5458,chr10,45280818,chr10_45280818_HERVK3-int.npy,chr1045280818,chr10,45280818,45280950,0.0128722218285757,0.9402534962634304,0.9565563721472808,HERVK3-int,LTR,ERVK,132.0,chr10_45280818_HERVK3-int,57675,-3.724888258326988,6,45280950,45280818,chr10,0
5655,chr10,45995360,chr10_45995360_MER102c.npy,chr1045995360,chr10,45995360,45995538,0.0198449292781664,0.8707471844391689,0.889404847393653,MER102c,DNA,hAT-Charlie,178.0,chr10_45995360_MER102c,184471,-4.840510705282169,7,45995538,45995360,chr10,1
6105,chr10,47263907,chr10_47263907_L3.npy,chr1047263907,chr10,47263907,47264335,0.0087808170711611,,,L3,LINE,CR1,428.0,chr10_47263907_L3,459621,-4.841004202410276,8,47264335,47263907,chr10,1
2037,chr10,48080701,chr10_48080701_Tigger6a.npy,chr1048080701,chr10,48080701,48081691,0.0154568351909802,0.930816886856728,0.9449240297192932,Tigger6a,DNA,TcMar-Tigger,990.0,chr10_48080701_Tigger6a,165871,-3.3349307778400497,8,48081691,48080701,chr10,0
4336,chr10,48204784,chr10_48204784_Charlie17.npy,chr1048204784,chr10,48204784,48205755,0.025882397173684,0.7786674471958186,0.7843779998855377,Charlie17,DNA,hAT-Charlie,971.0,chr10_48204784_Charlie17,49622,-1.6998738217932543,10,48205755,48204784,chr10,0
2812,chr10,49141799,chr10_49141799_MER63D.npy,chr1049141799,chr10,49141799,49141996,0.0098202329277571,0.8730208825327817,0.9219661150759108,MER63D,DNA,hAT-Blackjack,197.0,chr10_49141799_MER63D,52995,-1.968009105372978,8,49141996,49141799,chr10,0
137,chr10,49905475,chr10_49905475_MER103C.npy,chr1049905475,chr10,49905475,49905684,0.018875743981443,0.9040671683741368,0.930304929327746,MER103C,DNA,hAT-Charlie,209.0,chr10_49905475_MER103C,3229,-2.23897556323286,8,49905684,49905475,chr10,0
6091,chr10,49923516,chr10_49923516_MER50.npy,chr1049923516,chr10,49923516,49924180,0.0209301960473317,0.920976075996808,0.9270497389788712,MER50,LTR,ERV1,664.0,chr10_49923516_MER50,56177,-4.073563339337651,9,49924180,49923516,chr10,0
